attendance,date,start_time,Stadium,weather,wind
24672,4/10/2017,1:46 PM,DET-Comerica Pk,"66 degrees, cloudy","20 mph, R to L"
40019,4/10/2017,3:17 PM,KCR-KauffmanStad,"70 degrees, sunny","17 mph, Out to RF"
46955,4/10/2017,1:12 PM,NYY-Yankee Stad3,"76 degrees, partly cloudy","4 mph, R to L"
33359,4/10/2017,7:06 PM,PHI-CitizensBank,"77 degrees, partly cloudy","12 mph, In from CF"
28264,4/10/2017,7:08 PM,PIT-PNC Pk,"75 degrees, partly cloudy","15 mph, Out to LF"
44856,4/10/2017,2:11 PM,SEA-T-Mobile Pk,"54 degrees, cloudy","3 mph, Out to LF"
42129,4/10/2017,1:39 PM,SFG-Oracle Park,"61 degrees, partly cloudy","9 mph, Out to CF"
27413,4/10/2017,7:05 PM,WSN-Natls Park,"79 degrees, cloudy","6 mph, Out to LF"
30191,4/9/2017,1:10 PM,ARI-Chase Field,"75 degrees, partly cloudy","5 mph, Varies"
42487,4/9/2017,1:38 PM,BAL-Camden Yards,"66 degrees, sunny","4 mph, Out to LF"
24074,4/9/2017,1:10 PM,CHW-Guaranteed,"72 degrees, cloudy","17 mph, L to R"
33529,4/9/2017,1:12 PM,COL-Coors Fld,"59 degrees, sunny","10 mph, L to R"
33662,4/9/2017,1:10 PM,DET-Comerica Pk,"66 degrees, partly cloudy","17 mph, R to L"
32411,4/9/2017,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
37175,4/9/2017,12:38 PM,LAA-Angel Stad,"66 degrees, partly cloudy","7 mph, Out to RF"
38483,4/9/2017,1:10 PM,MIL-Am Fam Field,"72 degrees, cloudy","14 mph, R to L"
27420,4/9/2017,8:10 PM,NYM-Citi Field,"52 degrees, partly cloudy","12 mph, Out to LF"
36917,4/9/2017,1:38 PM,PHI-CitizensBank,"65 degrees, sunny","10 mph, Out to CF"
22713,4/9/2017,1:35 PM,PIT-PNC Pk,"67 degrees, sunny","11 mph, R to L"
40537,4/9/2017,1:41 PM,SDP-Petco Pk,"61 degrees, partly cloudy","15 mph, Out to RF"
45200,4/9/2017,1:15 PM,STL-Busch Stad 3,"78 degrees, partly cloudy","17 mph, Out to LF"
15341,4/9/2017,1:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
36905,4/9/2017,2:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
28437,4/8/2017,5:10 PM,ARI-Chase Field,"86 degrees, partly cloudy","10 mph, Out to RF"
38916,4/8/2017,4:07 PM,BAL-Camden Yards,"59 degrees, partly cloudy","16 mph, L to R"
23024,4/8/2017,1:10 PM,CHW-Guaranteed,"63 degrees, sunny","15 mph, In from RF"
48012,4/8/2017,6:12 PM,COL-Coors Fld,"75 degrees, partly cloudy","11 mph, L to R"
32622,4/8/2017,1:10 PM,DET-Comerica Pk,"53 degrees, sunny","6 mph, L to R"
35373,4/8/2017,6:11 PM,HOU-MinuteMaidPk,"77 degrees, clear","16 mph, Out to LF"
42668,4/8/2017,7:18 PM,LAA-Angel Stad,"63 degrees, clear","9 mph, Out to RF"
43080,4/8/2017,6:10 PM,MIL-Am Fam Field,"68 degrees, roof closed","0 mph, None"
33936,4/8/2017,7:10 PM,NYM-Citi Field,"55 degrees, clear","15 mph, L to R"
37241,4/8/2017,7:06 PM,PHI-CitizensBank,"59 degrees, partly cloudy","16 mph, L to R"
31756,4/8/2017,7:06 PM,PIT-PNC Pk,"57 degrees, clear","10 mph, R to L"
42397,4/8/2017,5:41 PM,SDP-Petco Pk,"64 degrees, partly cloudy","14 mph, L to R"
46558,4/8/2017,1:15 PM,STL-Busch Stad 3,"73 degrees, sunny","11 mph, R to L"
21838,4/8/2017,6:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
44410,4/8/2017,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
22443,4/7/2017,6:40 PM,ARI-Chase Field,"88 degrees, partly cloudy","7 mph, R to L"
25248,4/7/2017,7:08 PM,BAL-Camden Yards,"45 degrees, cloudy","10 mph, L to R"
14004,4/7/2017,7:10 PM,CHW-Guaranteed,"46 degrees, partly cloudy","6 mph, L to R"
49169,4/7/2017,2:10 PM,COL-Coors Fld,"74 degrees, cloudy","3 mph, Out to CF"
45013,4/7/2017,1:21 PM,DET-Comerica Pk,"42 degrees, partly cloudy","18 mph, L to R"
30491,4/7/2017,7:11 PM,HOU-MinuteMaidPk,"77 degrees, clear","15 mph, Out to LF"
43911,4/7/2017,7:08 PM,LAA-Angel Stad,"65 degrees, partly cloudy","7 mph, Out to RF"
28728,4/7/2017,7:10 PM,MIL-Am Fam Field,"65 degrees, roof closed","0 mph, None"
27891,4/7/2017,7:11 PM,NYM-Citi Field,"47 degrees, cloudy","22 mph, Out to RF"
45121,4/7/2017,3:10 PM,PHI-CitizensBank,"48 degrees, overcast","19 mph, L to R"
36484,4/7/2017,1:07 PM,PIT-PNC Pk,"37 degrees, overcast","13 mph, Out to LF"
43441,4/7/2017,3:42 PM,SDP-Petco Pk,"69 degrees, sunny","9 mph, L to R"
44653,4/7/2017,7:16 PM,STL-Busch Stad 3,"58 degrees, clear","4 mph, In from RF"
12842,4/7/2017,7:12 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
34235,4/7/2017,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
15308,4/6/2017,6:40 PM,ARI-Chase Field,"87 degrees, partly cloudy","9 mph, Out to RF"
10842,4/6/2017,1:10 PM,CHW-Guaranteed,"48 degrees, partly cloudy","23 mph, R to L"
10586,4/6/2017,12:36 PM,CIN-GreatAmer BP,"43 degrees, overcast","18 mph, Out to CF"
18362,4/6/2017,7:10 PM,HOU-MinuteMaidPk,"74 degrees, clear","6 mph, In from RF"
36501,4/6/2017,12:11 PM,LAD-Dodger Stad,"74 degrees, partly cloudy","2 mph, Out to LF"
23828,4/6/2017,12:41 PM,MIL-Am Fam Field,"65 degrees, roof closed","0 mph, None"
16078,4/6/2017,12:11 PM,MIN-Target Field,"48 degrees, sunny","13 mph, L to R"
23100,4/6/2017,7:19 PM,NYM-Citi Field,"44 degrees, rain","17 mph, L to R"
13292,4/6/2017,12:37 PM,OAK-Coliseum,"63 degrees, overcast","3 mph, Out to RF"
44039,4/6/2017,12:46 PM,STL-Busch Stad 3,"53 degrees, partly cloudy","16 mph, L to R"
12678,4/6/2017,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
19418,4/6/2017,5:25 PM,WSN-Natls Park,"56 degrees, cloudy","9 mph, L to R"
14675,4/5/2017,6:40 PM,ARI-Chase Field,"82 degrees, partly cloudy","5 mph, In from RF"
16086,4/5/2017,7:08 PM,BAL-Camden Yards,"66 degrees, cloudy","6 mph, R to L"
36137,4/5/2017,7:10 PM,BOS-Fenway Pk,"40 degrees, cloudy","8 mph, In from RF"
19944,4/5/2017,8:00 PM,CIN-GreatAmer BP,"62 degrees, overcast","5 mph, Varies"
20303,4/5/2017,7:11 PM,HOU-MinuteMaidPk,"71 degrees, clear","21 mph, In from CF"
38373,4/5/2017,7:10 PM,LAD-Dodger Stad,"70 degrees, clear","5 mph, Out to RF"
21824,4/5/2017,7:10 PM,MIL-Am Fam Field,"64 degrees, roof closed","0 mph, None"
15171,4/5/2017,12:11 PM,MIN-Target Field,"47 degrees, cloudy","10 mph, In from LF"
28113,4/5/2017,7:10 PM,NYM-Citi Field,"55 degrees, partly cloudy","10 mph, In from RF"
13405,4/5/2017,7:07 PM,OAK-Coliseum,"64 degrees, overcast","17 mph, Out to RF"
12737,4/5/2017,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
24649,4/5/2017,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
22715,4/5/2017,7:05 PM,WSN-Natls Park,"69 degrees, cloudy","12 mph, Out to LF"
19378,4/4/2017,6:40 PM,ARI-Chase Field,"77 degrees, clear","9 mph, Varies"
36534,4/4/2017,1:10 PM,CHW-Guaranteed,"48 degrees, overcast","11 mph, Out to RF"
21406,4/4/2017,7:11 PM,HOU-MinuteMaidPk,"81 degrees, clear","11 mph, Varies"
42196,4/4/2017,7:10 PM,LAD-Dodger Stad,"65 degrees, clear","6 mph, L to R"
21458,4/4/2017,6:40 PM,MIL-Am Fam Field,"68 degrees, roof closed","0 mph, None"
11225,4/4/2017,7:07 PM,OAK-Coliseum,"63 degrees, overcast","11 mph, Out to RF"
46760,4/4/2017,7:16 PM,STL-Busch Stad 3,"61 degrees, overcast","10 mph, In from LF"
19366,4/4/2017,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
23574,4/4/2017,7:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
45667,4/3/2017,3:09 PM,BAL-Camden Yards,"65 degrees, cloudy","14 mph, R to L"
36594,4/3/2017,2:06 PM,BOS-Fenway Pk,"48 degrees, partly cloudy","13 mph, In from RF"
43804,4/3/2017,4:10 PM,CIN-GreatAmer BP,"68 degrees, overcast","12 mph, In from RF"
41678,4/3/2017,7:15 PM,HOU-MinuteMaidPk,"84 degrees, clear","0 mph, None"
53701,4/3/2017,1:10 PM,LAD-Dodger Stad,"67 degrees, sunny","3 mph, Out to RF"
43336,4/3/2017,1:11 PM,MIL-Am Fam Field,"67 degrees, roof closed","0 mph, None"
39615,4/3/2017,3:16 PM,MIN-Target Field,"50 degrees, overcast","10 mph, In from LF"
44384,4/3/2017,1:13 PM,NYM-Citi Field,"62 degrees, partly cloudy","13 mph, Out to LF"
36067,4/3/2017,7:09 PM,OAK-Coliseum,"59 degrees, clear","9 mph, Out to LF"
48350,4/3/2017,6:10 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
42744,4/3/2017,1:05 PM,WSN-Natls Park,"66 degrees, cloudy","5 mph, Out to RF"
49016,4/2/2017,1:10 PM,ARI-Chase Field,"75 degrees, sunny","7 mph, L to R"
47566,4/2/2017,7:38 PM,STL-Busch Stad 3,"63 degrees, cloudy","8 mph, R to L"
31042,4/2/2017,1:12 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
31385,10/2/2016,12:10 PM,ARI-Chase Field,"79 degrees, roof closed","0 mph, None"
51220,10/2/2016,3:13 PM,ATL-Truist Pk,"80 degrees, partly cloudy","8 mph, L to R"
36787,10/2/2016,3:17 PM,BOS-Fenway Pk,"56 degrees, cloudy","6 mph, Out to LF"
21904,10/2/2016,2:11 PM,CHW-Guaranteed,"65 degrees, cloudy","6 mph, Out to LF"
32587,10/2/2016,3:11 PM,CIN-GreatAmer BP,"71 degrees, cloudy","7 mph, Out to LF"
27762,10/2/2016,1:11 PM,COL-Coors Fld,"77 degrees, sunny","3 mph, Out to CF"
29475,10/2/2016,2:17 PM,KCR-KauffmanStad,"73 degrees, partly cloudy","2 mph, R to L"
28083,10/2/2016,12:08 PM,LAA-Angel Stad,"75 degrees, partly cloudy","5 mph, Out to CF"
33277,10/2/2016,3:08 PM,NYY-Yankee Stad3,"60 degrees, cloudy","4 mph, L to R"
36935,10/2/2016,3:09 PM,PHI-CitizensBank,"66 degrees, partly cloudy","2 mph, R to L"
24856,10/2/2016,12:10 PM,SEA-T-Mobile Pk,"58 degrees, cloudy","1 mph, Out to CF"
41445,10/2/2016,12:06 PM,SFG-Oracle Park,"62 degrees, cloudy","10 mph, Out to CF"
44615,10/2/2016,2:16 PM,STL-Busch Stad 3,"71 degrees, cloudy","6 mph, Out to LF"
37015,10/2/2016,2:09 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
28730,10/2/2016,3:06 PM,WSN-Natls Park,"73 degrees, overcast","2 mph, L to R"
32811,10/1/2016,5:10 PM,ARI-Chase Field,"75 degrees, roof closed","0 mph, None"
40124,10/1/2016,7:10 PM,ATL-Truist Pk,"73 degrees, partly cloudy","5 mph, Out to RF"
37396,10/1/2016,7:09 PM,BOS-Fenway Pk,"56 degrees, drizzle","15 mph, In from CF"
25730,10/1/2016,6:11 PM,CHW-Guaranteed,"61 degrees, partly cloudy","5 mph, Out to CF"
30970,10/1/2016,4:10 PM,CIN-GreatAmer BP,"65 degrees, overcast","8 mph, R to L"
32835,10/1/2016,6:11 PM,COL-Coors Fld,"75 degrees, clear","2 mph, In from LF"
28569,10/1/2016,3:16 PM,KCR-KauffmanStad,"68 degrees, overcast","4 mph, In from LF"
32487,10/1/2016,6:07 PM,LAA-Angel Stad,"80 degrees, clear","8 mph, Out to RF"
33222,10/1/2016,4:08 PM,NYY-Yankee Stad3,"60 degrees, cloudy","10 mph, L to R"
20225,10/1/2016,1:07 PM,PHI-CitizensBank,"63 degrees, cloudy","10 mph, L to R"
29522,10/1/2016,6:10 PM,SEA-T-Mobile Pk,"60 degrees, roof closed","1 mph, Varies"
41320,10/1/2016,1:05 PM,SFG-Oracle Park,"65 degrees, sunny","14 mph, Out to CF"
43328,10/1/2016,12:06 PM,STL-Busch Stad 3,"67 degrees, cloudy","11 mph, L to R"
42093,10/1/2016,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
31635,10/1/2016,4:06 PM,WSN-Natls Park,"66 degrees, overcast","4 mph, In from CF"
42651,9/30/2016,6:40 PM,ARI-Chase Field,"90 degrees, partly cloudy","13 mph, Varies"
41500,9/30/2016,7:36 PM,ATL-Truist Pk,"69 degrees, partly cloudy","4 mph, L to R"
37661,9/30/2016,7:35 PM,BOS-Fenway Pk,"56 degrees, rain","15 mph, In from CF"
19007,9/30/2016,7:10 PM,CHW-Guaranteed,"63 degrees, overcast","16 mph, Out to RF"
27368,9/30/2016,7:10 PM,CIN-GreatAmer BP,"63 degrees, partly cloudy","6 mph, Varies"
41068,9/30/2016,6:11 PM,COL-Coors Fld,"72 degrees, partly cloudy","3 mph, In from LF"
24741,9/30/2016,7:15 PM,KCR-KauffmanStad,"66 degrees, clear","9 mph, L to R"
30112,9/30/2016,7:08 PM,LAA-Angel Stad,"80 degrees, clear","6 mph, Out to CF"
33955,9/30/2016,7:08 PM,NYY-Yankee Stad3,"56 degrees, drizzle","19 mph, In from LF"
20556,9/30/2016,7:07 PM,PHI-CitizensBank,"61 degrees, cloudy","13 mph, In from RF"
24088,9/30/2016,7:10 PM,SEA-T-Mobile Pk,"64 degrees, clear","1 mph, Varies"
41359,9/30/2016,7:24 PM,SFG-Oracle Park,"59 degrees, clear","18 mph, Out to CF"
43070,9/30/2016,7:15 PM,STL-Busch Stad 3,"64 degrees, cloudy","5 mph, Out to RF"
35968,9/30/2016,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
30857,9/30/2016,8:48 PM,WSN-Natls Park,"66 degrees, drizzle","13 mph, R to L"
32121,9/29/2016,7:11 PM,ATL-Truist Pk,"72 degrees, clear","12 mph, L to R"
14792,9/29/2016,7:10 PM,CHW-Guaranteed,"65 degrees, cloudy","16 mph, L to R"
29566,9/29/2016,6:15 PM,KCR-KauffmanStad,"69 degrees, clear","9 mph, L to R"
41597,9/29/2016,7:07 PM,NYY-Yankee Stad3,"62 degrees, cloudy","8 mph, In from CF"
19991,9/29/2016,7:06 PM,PIT-PNC Pk,"63 degrees, overcast","12 mph, In from LF"
35804,9/29/2016,6:17 PM,SDP-Petco Pk,"77 degrees, clear","7 mph, Out to RF"
19796,9/29/2016,7:11 PM,SEA-T-Mobile Pk,"62 degrees, cloudy","1 mph, Varies"
41275,9/29/2016,7:16 PM,SFG-Oracle Park,"58 degrees, partly cloudy","13 mph, Out to CF"
38830,9/29/2016,6:15 PM,STL-Busch Stad 3,"66 degrees, cloudy","9 mph, L to R"
47791,9/29/2016,7:08 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
21618,9/29/2016,1:05 PM,WSN-Natls Park,"70 degrees, overcast","14 mph, In from RF"
22104,9/28/2016,7:10 PM,ATL-Truist Pk,"83 degrees, clear","12 mph, Out to RF"
12976,9/28/2016,7:31 PM,CHW-Guaranteed,"57 degrees, overcast","13 mph, L to R"
26934,9/28/2016,7:10 PM,DET-Comerica Pk,"60 degrees, drizzle","2 mph, Out to CF"
21187,9/28/2016,1:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
23437,9/28/2016,6:14 PM,KCR-KauffmanStad,"64 degrees, clear","14 mph, L to R"
32524,9/28/2016,7:08 PM,LAA-Angel Stad,"84 degrees, cloudy","6 mph, Out to LF"
24335,9/28/2016,7:12 PM,MIA-loanDepot pk,"78 degrees, roof closed","0 mph, None"
35520,9/28/2016,7:09 PM,NYY-Yankee Stad3,"61 degrees, cloudy","20 mph, In from LF"
24138,9/28/2016,7:07 PM,PIT-PNC Pk,"67 degrees, partly cloudy","12 mph, L to R"
29471,9/28/2016,7:11 PM,SDP-Petco Pk,"71 degrees, clear","6 mph, Varies"
41426,9/28/2016,7:15 PM,SFG-Oracle Park,"55 degrees, cloudy","12 mph, Out to CF"
36275,9/28/2016,7:15 PM,STL-Busch Stad 3,"60 degrees, partly cloudy","15 mph, L to R"
36619,9/28/2016,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
44668,9/28/2016,7:07 PM,TOR-Rogers Ctr,"67 degrees, cloudy","22 mph, R to L"
20577,9/28/2016,7:38 PM,WSN-Natls Park,"70 degrees, cloudy","9 mph, In from RF"
22348,9/27/2016,7:41 PM,ATL-Truist Pk,"71 degrees, overcast","6 mph, R to L"
14798,9/27/2016,7:11 PM,CHW-Guaranteed,"68 degrees, cloudy","14 mph, Out to RF"
25696,9/27/2016,7:10 PM,DET-Comerica Pk,"66 degrees, partly cloudy","19 mph, R to L"
23499,9/27/2016,7:11 PM,HOU-MinuteMaidPk,"80 degrees, cloudy","6 mph, In from CF"
28435,9/27/2016,6:16 PM,KCR-KauffmanStad,"78 degrees, clear","8 mph, L to R"
27531,9/27/2016,7:09 PM,LAA-Angel Stad,"85 degrees, clear","5 mph, Out to CF"
21759,9/27/2016,7:12 PM,MIA-loanDepot pk,"73 degrees, roof closed","0 mph, None"
35161,9/27/2016,7:09 PM,NYY-Yankee Stad3,"71 degrees, partly cloudy","7 mph, Out to LF"
22454,9/27/2016,7:06 PM,PIT-PNC Pk,"70 degrees, clear","13 mph, Out to LF"
27376,9/27/2016,7:11 PM,SDP-Petco Pk,"70 degrees, partly cloudy","5 mph, L to R"
41582,9/27/2016,7:15 PM,SFG-Oracle Park,"65 degrees, clear","10 mph, Out to CF"
34286,9/27/2016,7:16 PM,STL-Busch Stad 3,"70 degrees, clear","7 mph, Out to RF"
29668,9/27/2016,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
44762,9/27/2016,7:07 PM,TOR-Rogers Ctr,"69 degrees, clear","20 mph, Out to RF"
24297,9/27/2016,7:05 PM,WSN-Natls Park,"75 degrees, clear","6 mph, Out to LF"
13665,9/26/2016,7:11 PM,CHW-Guaranteed,"65 degrees, clear","13 mph, Out to LF"
24981,9/26/2016,7:10 PM,DET-Comerica Pk,"65 degrees, partly cloudy","16 mph, R to L"
24107,9/26/2016,7:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
29934,9/26/2016,7:09 PM,LAA-Angel Stad,"90 degrees, clear","3 mph, Out to CF"
26933,9/26/2016,7:16 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
20519,9/26/2016,7:07 PM,PIT-PNC Pk,"65 degrees, cloudy","4 mph, Out to LF"
34942,9/26/2016,7:15 PM,STL-Busch Stad 3,"67 degrees, clear","6 mph, Out to RF"
27263,9/26/2016,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
44532,9/26/2016,7:07 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
18707,9/26/2016,7:06 PM,WSN-Natls Park,"70 degrees, overcast","5 mph, R to L"
31229,9/25/2016,1:40 PM,BAL-Camden Yards,"67 degrees, sunny","3 mph, L to R"
40859,9/25/2016,7:08 PM,CHC-Wrigley Fld,"81 degrees, cloudy","3 mph, Out to LF"
24118,9/25/2016,1:11 PM,CLE-Progressive,"70 degrees, sunny","4 mph, Out to RF"
33375,9/25/2016,1:10 PM,DET-Comerica Pk,"71 degrees, sunny","13 mph, In from LF"
32958,9/25/2016,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
51962,9/25/2016,1:11 PM,LAD-Dodger Stad,"95 degrees, sunny","4 mph, L to R"
31776,9/25/2016,1:11 PM,MIL-Am Fam Field,"76 degrees, partly cloudy","10 mph, In from LF"
22092,9/25/2016,1:12 PM,MIN-Target Field,"65 degrees, overcast","15 mph, Out to LF"
35093,9/25/2016,1:12 PM,NYM-Citi Field,"66 degrees, sunny","14 mph, In from LF"
17048,9/25/2016,1:07 PM,OAK-Coliseum,"81 degrees, sunny","7 mph, Out to RF"
28924,9/25/2016,1:37 PM,PIT-PNC Pk,"74 degrees, partly cloudy","2 mph, Varies"
28456,9/25/2016,1:41 PM,SDP-Petco Pk,"81 degrees, sunny","9 mph, L to R"
26443,9/25/2016,1:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
47896,9/25/2016,1:08 PM,TOR-Rogers Ctr,"60 degrees, sunny","10 mph, R to L"
40610,9/24/2016,7:08 PM,BAL-Camden Yards,"70 degrees, clear","4 mph, In from CF"
40785,9/24/2016,12:05 PM,CHC-Wrigley Fld,"67 degrees, overcast","7 mph, In from RF"
32088,9/24/2016,7:10 PM,CLE-Progressive,"66 degrees, clear","18 mph, In from LF"
31721,9/24/2016,1:05 PM,DET-Comerica Pk,"69 degrees, partly cloudy","10 mph, L to R"
27565,9/24/2016,6:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
53299,9/24/2016,6:11 PM,LAD-Dodger Stad,"80 degrees, clear","8 mph, L to R"
26178,9/24/2016,7:11 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
31398,9/24/2016,6:10 PM,MIL-Am Fam Field,"67 degrees, cloudy","10 mph, In from LF"
24749,9/24/2016,6:11 PM,MIN-Target Field,"70 degrees, overcast","15 mph, In from RF"
39995,9/24/2016,7:11 PM,NYM-Citi Field,"67 degrees, clear","9 mph, In from LF"
16736,9/24/2016,1:07 PM,OAK-Coliseum,"76 degrees, sunny","5 mph, Out to RF"
30137,9/24/2016,7:07 PM,PIT-PNC Pk,"70 degrees, partly cloudy","4 mph, Out to LF"
31171,9/24/2016,5:40 PM,SDP-Petco Pk,"78 degrees, clear","12 mph, L to R"
25641,9/24/2016,6:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
47828,9/24/2016,4:09 PM,TOR-Rogers Ctr,"63 degrees, sunny","8 mph, Out to LF"
37815,9/23/2016,7:08 PM,BAL-Camden Yards,"81 degrees, clear","3 mph, R to L"
40791,9/23/2016,1:22 PM,CHC-Wrigley Fld,"71 degrees, overcast","9 mph, In from LF"
18937,9/23/2016,7:10 PM,CLE-Progressive,"75 degrees, partly cloudy","16 mph, In from RF"
29480,9/23/2016,7:10 PM,DET-Comerica Pk,"71 degrees, cloudy","11 mph, L to R"
29429,9/23/2016,7:10 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
52320,9/23/2016,7:47 PM,LAD-Dodger Stad,"72 degrees, clear","4 mph, Out to RF"
23924,9/23/2016,7:11 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
35364,9/23/2016,7:10 PM,MIL-Am Fam Field,"74 degrees, roof closed","0 mph, None"
22683,9/23/2016,7:46 PM,MIN-Target Field,"64 degrees, cloudy","8 mph, In from CF"
37873,9/23/2016,7:11 PM,NYM-Citi Field,"80 degrees, clear","11 mph, Out to CF"
26367,9/23/2016,6:37 PM,OAK-Coliseum,"64 degrees, clear","12 mph, Out to RF"
29513,9/23/2016,7:08 PM,PIT-PNC Pk,"83 degrees, clear","5 mph, Out to CF"
28404,9/23/2016,7:41 PM,SDP-Petco Pk,"62 degrees, clear","10 mph, L to R"
20543,9/23/2016,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
47016,9/23/2016,7:08 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
26788,9/22/2016,7:08 PM,BAL-Camden Yards,"81 degrees, clear","3 mph, In from RF"
15253,9/22/2016,7:11 PM,CLE-Progressive,"78 degrees, cloudy","5 mph, R to L"
20022,9/22/2016,7:12 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
48344,9/22/2016,7:10 PM,LAD-Dodger Stad,"70 degrees, clear","4 mph, Out to LF"
22086,9/22/2016,7:12 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
24582,9/22/2016,7:11 PM,MIL-Am Fam Field,"76 degrees, roof closed","0 mph, None"
18374,9/22/2016,1:10 PM,MIN-Target Field,"66 degrees, partly cloudy","8 mph, In from LF"
21599,9/22/2016,7:11 PM,MIN-Target Field,"64 degrees, overcast","11 mph, L to R"
35759,9/22/2016,7:11 PM,NYM-Citi Field,"79 degrees, clear","8 mph, R to L"
25789,9/22/2016,7:11 PM,SDP-Petco Pk,"62 degrees, partly cloudy","9 mph, L to R"
13355,9/22/2016,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
20865,9/21/2016,7:10 PM,BAL-Camden Yards,"79 degrees, cloudy","4 mph, In from RF"
40434,9/21/2016,7:06 PM,CHC-Wrigley Fld,"69 degrees, cloudy","3 mph, In from LF"
13888,9/21/2016,7:11 PM,CLE-Progressive,"75 degrees, clear","12 mph, In from RF"
26099,9/21/2016,1:13 PM,COL-Coors Fld,"80 degrees, cloudy","5 mph, Out to LF"
45983,9/21/2016,7:10 PM,LAD-Dodger Stad,"73 degrees, clear","3 mph, Out to RF"
17836,9/21/2016,7:12 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
25482,9/21/2016,7:10 PM,MIL-Am Fam Field,"75 degrees, roof closed","0 mph, None"
32187,9/21/2016,7:10 PM,NYM-Citi Field,"80 degrees, cloudy","7 mph, In from CF"
11197,9/21/2016,12:37 PM,OAK-Coliseum,"62 degrees, partly cloudy","13 mph, Out to RF"
21703,9/21/2016,7:07 PM,PHI-CitizensBank,"78 degrees, cloudy","6 mph, Out to CF"
22110,9/21/2016,6:11 PM,SDP-Petco Pk,"67 degrees, cloudy","9 mph, L to R"
39595,9/21/2016,12:41 PM,SEA-T-Mobile Pk,"61 degrees, partly cloudy","2 mph, In from RF"
12192,9/21/2016,7:11 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
35609,9/21/2016,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
20387,9/20/2016,7:08 PM,BAL-Camden Yards,"77 degrees, cloudy","6 mph, In from CF"
40586,9/20/2016,7:06 PM,CHC-Wrigley Fld,"73 degrees, clear","5 mph, In from CF"
13623,9/20/2016,7:10 PM,CLE-Progressive,"75 degrees, clear","4 mph, In from RF"
28665,9/20/2016,6:41 PM,COL-Coors Fld,"82 degrees, cloudy","6 mph, Out to RF"
53621,9/20/2016,7:10 PM,LAD-Dodger Stad,"77 degrees, partly cloudy","6 mph, Out to RF"
17961,9/20/2016,7:10 PM,MIA-loanDepot pk,"77 degrees, roof closed","0 mph, None"
20829,9/20/2016,7:11 PM,MIL-Am Fam Field,"76 degrees, partly cloudy","10 mph, In from CF"
23395,9/20/2016,7:12 PM,MIN-Target Field,"73 degrees, partly cloudy","7 mph, In from CF"
30761,9/20/2016,7:11 PM,NYM-Citi Field,"77 degrees, cloudy","9 mph, Out to LF"
12139,9/20/2016,7:07 PM,OAK-Coliseum,"61 degrees, partly cloudy","9 mph, Out to RF"
